"","ï..Service.Center","County","Initial.Services.Sought.at.First.Visit","Attended.Group.Training.","Total.Counseling.Time..hrs","Business.Status","Impact..Capital.Investments","Impact..Created.New.Jobs","Impact..Revenue.Increase","Impact..Started.Business","Company.s.Total.employees","Company.s.Gross.Revenue...","NAICS.code","Ownership.Gender","Owner.s.Hispanic.Origin","Owner.s.Race","started","CC","Male"
"6733","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6734","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6735","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6736","Montgomery County","Montgomery","Training","Yes",3.333000004,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","Asian",0,1,0
"6737","Montgomery County","Frederick","Counseling","No",4.99966675,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Asian",0,1,0
"6738","Montgomery County","Montgomery","Training","Yes",7.783666551,"In Business (> 1 year)",0,10,30000,"Yes",10,30000,"54","EDWOSB Certified","Non-Hispanic","White/Caucasian",1,1,0
"6739","Montgomery County","Montgomery","Counseling","Yes",5.333333373,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6740","Montgomery County","Montgomery","Counseling","No",3.000333309,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6741","Montgomery County","Montgomery","Counseling","Yes",4.416333318,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6742","Montgomery County","Prince Georges","Counseling","No",2.583333313,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6743","Montgomery County","Montgomery","Counseling","No",3.333333373,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6744","Montgomery County","Outside of Maryland","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","White/Caucasian",0,0,0
"6745","Montgomery County","Montgomery","Counseling","Yes",5.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","Choose not to respond",0,1,0
"6746","Montgomery County","Outside of Maryland","Counseling","No",3.167000085,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,0,0
"6747","Montgomery County","Prince Georges","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6748","Montgomery County","Montgomery","Counseling","No",2.666666687,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6749","Montgomery County","Montgomery","Counseling","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6750","Montgomery County","Outside of Maryland","Counseling","No",2.666666687,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Asian",0,0,0
"6751","Montgomery County","Prince Georges","Training","Yes",3.167000026,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6752","Montgomery County","Montgomery","Training","Yes",10.333,"Start-up (in bus. < 1 year)",20000,1,0,"Yes",1,0,"54","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"6753","Montgomery County","Montgomery","Counseling","Yes",26.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Asian",0,1,0
"6754","Montgomery County","Montgomery","Counseling","No",38.5,"In Business (> 1 year)",55000,0,0,"Yes",2,150000,"54","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"6755","Prince George's County","Montgomery","Counseling","No",38.5,"Started with SBDC",55000,0,0,"Yes",1,60000,"81","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"6756","Montgomery County","Outside of Maryland","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","White/Caucasian",0,0,0
"6757","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6758","Montgomery County","Prince Georges","Counseling","Yes",15.08366668,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Asian",0,1,0
"6759","Montgomery County","Montgomery","Counseling","No",3.000333339,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6760","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6761","Montgomery County","Prince Georges","Counseling","No",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6762","Montgomery County","Montgomery","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6763","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Asian",0,1,0
"6764","Montgomery County","Montgomery","Counseling","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6765","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6766","Montgomery County","Montgomery","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6767","Montgomery County","Montgomery","Counseling","No",11.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6768","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","White/Caucasian",0,1,0
"6769","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"6770","Montgomery County","Montgomery","Counseling","Yes",6.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6771","Montgomery County","Montgomery","Training","Yes",30.75,"Started with SBDC",2000,1,0,"Yes",1,60000,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"6772","Montgomery County","Montgomery","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6773","Prince George's County","Montgomery","Counseling","No",0.5,"Pre-venture/Nascent",0,0,0,"No",1,0,"Undefined","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"6774","Montgomery County","Montgomery","Counseling","No",7.5,"Start-up (in bus. < 1 year)",1111550,10,0,"Yes",10,0,"31","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"6775","Montgomery County","Montgomery","Counseling","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6776","Montgomery County","Montgomery","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6777","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6778","Montgomery County","Montgomery","Counseling","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Hispanic","White/Caucasian",0,1,0
"6779","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","White/Caucasian",0,1,0
"6780","Montgomery County","Prince Georges","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6781","Montgomery County","Montgomery","Counseling","No",7.5,"Started with SBDC",5000,0,0,"Yes",1,60000,"56","Male-Owned","Non-Hispanic","Black or African American",1,1,1
"6782","Montgomery County","Montgomery","Training","Yes",14,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6783","Montgomery County","Montgomery","Counseling","No",0.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6784","Montgomery County","Montgomery","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6785","Montgomery County","Montgomery","Counseling","No",5.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"6786","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6787","Montgomery County","Montgomery","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6788","Prince George's County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Hispanic","White/Caucasian",0,1,1
"6789","Montgomery County","Montgomery","Counseling","No",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6790","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"6791","Montgomery County","Prince Georges","Training","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6792","Montgomery County","Montgomery","Counseling","No",5.25,"Started with SBDC",350000,7,0,"Yes",7,60000,"72","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"6793","Montgomery County","Montgomery","Counseling","No",46.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Asian",0,1,0
"6794","Montgomery County","Montgomery","Counseling","No",3,"Started with SBDC",6000,1,0,"Yes",1,60000,"48","Woman-Owned","Non-Hispanic","Black or African American",1,1,0
"6795","Montgomery County","Montgomery","Counseling","No",4.666666687,"Pre-venture/Nascent",0,0,0,"No",0,0,"51","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"6796","Montgomery County","Montgomery","Training","Yes",1.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6797","Montgomery County","Montgomery","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6798","Montgomery County","Montgomery","Counseling","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6799","Montgomery County","Montgomery","Counseling","No",8.5,"Started with SBDC",50000,0,0,"Yes",7,270000,"62","Male/Female-Owned","Non-Hispanic","White/Caucasian",1,1,0
"6800","Montgomery County","Montgomery","Counseling","Yes",29,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Hispanic","White/Caucasian",0,1,1
"6801","Montgomery County","Montgomery","Counseling","No",17.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6802","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6803","Montgomery County","Montgomery","Counseling","No",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6804","Montgomery County","Montgomery","Training","Yes",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6805","Montgomery County","Prince Georges","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6806","Montgomery County","Montgomery","Training","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6807","Montgomery County","Montgomery","Counseling","No",10.75,"Start-up (in bus. < 1 year)",65000,1,0,"Yes",1,0,"51","Male-Owned","Non-Hispanic","Black or African American",1,1,1
"6808","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6809","Montgomery County","Montgomery","Training","Yes",67.41666669,"Started with SBDC",0,1,0,"Yes",1,0,"23","Woman-Owned","Non-Hispanic","Native American",1,1,0
"6810","Montgomery County","Montgomery","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6811","Montgomery County","Montgomery","Training","Yes",10,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6812","Montgomery County","Montgomery","Counseling","Yes",10.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6813","Montgomery County","Montgomery","Counseling","Yes",1.517000001,"Started with SBDC",0,0,0,"Yes",1,60000,"54","Male-Owned","Hispanic","Black or African American",1,1,1
"6814","Montgomery County","Montgomery","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"33","Male-Owned","Non-Hispanic","White/Caucasian",0,1,1
"6815","Montgomery County","Montgomery","Counseling","No",4.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"6816","Montgomery County","Montgomery","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male-Owned","Non-Hispanic","Asian",0,1,1
"6817","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6818","Montgomery County","Montgomery","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"56","Choose not to respond","Non-Hispanic","Asian",0,1,0
"6819","Montgomery County","Montgomery","Training","Yes",7.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"31","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6820","Montgomery County","Montgomery","Counseling","No",7.25,"Start-up (in bus. < 1 year)",0,1,0,"Yes",1,0,"56","Woman-Owned","Non-Hispanic","White/Caucasian",1,1,0
"6821","Montgomery County","Montgomery","Training","Yes",7,"Pre-venture/Nascent",0,0,0,"No",0,0,"52","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6822","Montgomery County","Montgomery","Counseling","No",4.5,"Pre-venture/Nascent",3500,0,0,"No",0,0,"54","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6823","Montgomery County","Montgomery","Counseling","No",1.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"6824","Montgomery County","Montgomery","Counseling","No",12.75,"Start-up (in bus. < 1 year)",75000,2,0,"Yes",2,0,"62","Choose not to respond","Non-Hispanic","Asian",1,1,0
"6825","Montgomery County","Montgomery","Counseling","No",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6826","Montgomery County","Montgomery","Counseling","No",8.25,"Started with SBDC",2500,2,0,"Yes",2,60000,"54","Choose not to respond","Non-Hispanic","White/Caucasian",1,1,0
"6827","Montgomery County","Montgomery","Training","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"6828","Montgomery County","Montgomery","Training","Yes",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6829","Montgomery County","Montgomery","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"61","Choose not to respond","Hispanic","Choose not to respond",0,1,0
"6830","Montgomery County","Howard","Counseling","No",3,"Pre-venture/Nascent",5000,0,0,"No",0,0,"33","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6831","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"33","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6832","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",25000,0,0,"No",0,0,"32","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6833","Montgomery County","Montgomery","Training","Yes",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6834","Montgomery County","Montgomery","Counseling","No",10,"Started with SBDC",0,1,0,"Yes",1,60000,"71","Choose not to respond","Choose not to respond","White/Caucasian",1,1,0
"6835","Montgomery County","Montgomery","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6836","Montgomery County","Montgomery","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6837","Montgomery County","Montgomery","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6838","Montgomery County","Montgomery","Counseling","No",5.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6839","Montgomery County","Montgomery","Counseling","No",6,"Pre-venture/Nascent",0,0,0,"No",0,0,"31","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6840","Montgomery County","Montgomery","Counseling","No",25,"Started with SBDC",17000,1,0,"Yes",1,60000,"31","Choose not to respond","Non-Hispanic","White/Caucasian",1,1,0
"6841","Montgomery County","Montgomery","Counseling","Yes",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6842","Montgomery County","Montgomery","Counseling","No",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6843","Montgomery County","Montgomery","Counseling","No",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6844","Montgomery County","Montgomery","Training","Yes",4.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Hispanic","Choose not to respond",0,1,0
"6845","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"45","Choose not to respond","Non-Hispanic","Choose not to respond",0,1,0
"6846","Montgomery County","Howard","Training","Yes",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"23","Choose not to respond","Non-Hispanic","Choose not to respond",0,1,0
"6847","Montgomery County","Montgomery","Counseling","No",3,"Start-up (in bus. < 1 year)",0,1,150,"Yes",1,150,"45","Woman-Owned","Choose not to respond","Choose not to respond",1,1,0
"6848","Montgomery County","Montgomery","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6849","Montgomery County","Montgomery","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6850","Montgomery County","Montgomery","Counseling","No",10,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6851","Montgomery County","Montgomery","Counseling","No",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6852","Montgomery County","Baltimore","Training","Yes",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"6853","Montgomery County","Montgomery","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6854","Montgomery County","Montgomery","Counseling","No",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"42","Choose not to respond","Hispanic","White/Caucasian",0,1,0
"6855","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"56","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6856","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"44","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6857","Montgomery County","Montgomery","Counseling","No",9,"Pre-venture/Nascent",0,0,0,"No",0,0,"11","Male-Owned","Choose not to respond","White/Caucasian",0,1,1
"6858","Montgomery County","Montgomery","Counseling","No",6.75,"Started with SBDC",5000,3,0,"Yes",3,60000,"81","Choose not to respond","Choose not to respond","White/Caucasian",1,1,0
"6859","Montgomery County","Montgomery","Counseling","No",3.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6860","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6861","Montgomery County","Montgomery","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"53","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"6862","Montgomery County","Montgomery","Counseling","No",7,"Started with SBDC",1500,1,0,"Yes",1,60000,"54","Choose not to respond","Non-Hispanic","White/Caucasian",1,1,0
"6863","Montgomery County","Prince Georges","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Choose not to respond","Hispanic","Black or African American",0,1,0
"6864","Montgomery County","Montgomery","Training","Yes",6.749666631,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6865","Montgomery County","Montgomery","Counseling","No",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6866","Montgomery County","Montgomery","Counseling","No",7,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6867","Montgomery County","Montgomery","Counseling","No",5.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Choose not to respond","Choose not to respond","Black or African American",0,1,0
"6868","Montgomery County","Montgomery","Counseling","No",0.666666672,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Choose not to respond","Asian",0,1,0
"6869","Montgomery County","Montgomery","Training","Yes",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"81","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6870","Montgomery County","Montgomery","Counseling","No",6.75,"Started with SBDC",500,1,0,"Yes",1,60000,"54","Choose not to respond","Non-Hispanic","Black or African American",1,1,0
"6871","Montgomery County","Montgomery","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6872","Montgomery County","Montgomery","Counseling","No",3.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6873","Montgomery County","Montgomery","Counseling","No",2.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
"6874","Montgomery County","Montgomery","Counseling","No",3,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Woman-Owned","Choose not to respond","White/Caucasian",0,1,0
"6875","Montgomery County","Montgomery","Counseling","No",5,"Pre-venture/Nascent",0,0,0,"No",0,0,"71","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6876","Montgomery County","Prince Georges","Counseling","No",4,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Choose not to respond","Non-Hispanic","Black or African American",0,1,0
"6877","Montgomery County","Montgomery","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"51","Choose not to respond","Non-Hispanic","Asian",0,1,0
"6878","Montgomery County","Montgomery","Counseling","No",6,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6879","Montgomery County","Montgomery","Counseling","Yes",2.75,"Pre-venture/Nascent",0,0,0,"No",0,0,"53","Woman-Owned","Non-Hispanic","Asian",0,1,0
"6880","Montgomery County","Montgomery","Counseling","No",2.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"62","Woman-Owned","Non-Hispanic","White/Caucasian",0,1,0
"6881","Montgomery County","Montgomery","Counseling","No",2.75,"Started with SBDC",500,2,0,"Yes",2,60000,"71","Woman-Owned","Choose not to respond","White/Caucasian",1,1,0
"6882","Montgomery County","Montgomery","Training","No",4.25,"Pre-venture/Nascent",0,0,0,"No",0,0,"72","Choose not to respond","Hispanic","Native American",0,1,0
"6883","Montgomery County","Montgomery","Counseling","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"31","Choose not to respond","Non-Hispanic","White/Caucasian",0,1,0
"6884","Prince George's County","Montgomery","Counseling","No",8,"Pre-venture/Nascent",0,0,0,"No",0,0,"56","Male-Owned","Non-Hispanic","Black or African American",0,1,1
"6885","Baltimore City West","Baltimore City","Counseling","Yes",6,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Male-Owned","Non-Hispanic","Black or African American",0,0,1
"6886","Maryland PTAC - Government Contracts","Harford","Training","No",1,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Woman-Owned","Choose not to respond","Choose not to respond",0,1,0
"6887","Maryland SBDC Lead Center","Baltimore","Training","Yes",2,"Pre-venture/Nascent",0,0,0,"No",0,0,"Undefined","Male/Female-Owned","Choose not to respond","Choose not to respond",0,1,0
"6888","Howard County","Howard","Training","Yes",15.5,"Pre-venture/Nascent",0,0,0,"No",0,0,"54","Choose not to respond","Choose not to respond","Choose not to respond",0,1,0
